img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
luxray,Electric,,,luxray,Luxray,405.0,electric,,80.0,120.0,79.0,95.0,79.0,70.0,523.0,4.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120.0,1.4,42.0,Gleam Eyes Pokémon,"['Rivalry', 'Intimidate', 'Guts']",electric,
budew,Grass,Poison,,budew,Budew,406.0,grass,poison,40.0,30.0,35.0,50.0,70.0,55.0,280.0,4.0,0.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,255,5120.0,0.2,1.2,Bud Pokémon,"['Natural Cure', 'Poison Point', 'Leaf Guard']",grass,poison
roserade,Grass,Poison,,roserade,Roserade,407.0,grass,poison,60.0,70.0,65.0,125.0,105.0,90.0,515.0,4.0,0.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,75,5120.0,0.9,14.5,Bouquet Pokémon,"['Natural Cure', 'Poison Point', 'Technician']",grass,poison
cranidos,Rock,,,cranidos,Cranidos,408.0,rock,,67.0,125.0,40.0,30.0,30.0,58.0,350.0,4.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,45,7680.0,0.9,31.5,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",rock,
rampardos,Rock,,,rampardos,Rampardos,409.0,rock,,97.0,165.0,60.0,65.0,50.0,58.0,495.0,4.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,45,7680.0,1.6,102.5,Head Butt Pokémon,"['Mold Breaker', 'Sheer Force']",rock,
shieldon,Rock,Steel,,shieldon,Shieldon,410.0,rock,steel,30.0,42.0,118.0,42.0,88.0,30.0,350.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,45,7680.0,0.5,57.0,Shield Pokémon,"['Sturdy', 'Soundproof']",rock,steel
bastiodon,Rock,Steel,,bastiodon,Bastiodon,411.0,rock,steel,60.0,52.0,168.0,47.0,138.0,30.0,495.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,45,7680.0,1.3,149.5,Shield Pokémon,"['Sturdy', 'Soundproof']",rock,steel
burmy,Bug,,,burmy,Burmy,412.0,bug,,40.0,29.0,45.0,29.0,45.0,36.0,224.0,4.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.2,3.4,Bagworm Pokémon,"['Shed Skin', 'Overcoat']",bug,
wormadam-plant,Bug,Grass,,wormadam-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bug,
mothim,Bug,Flying,,mothim,Mothim,414.0,bug,flying,70.0,94.0,50.0,94.0,50.0,66.0,424.0,4.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,0.9,23.3,Moth Pokémon,"['Swarm', 'Tinted Lens']",bug,flying
combee,Bug,Flying,,combee,Combee,415.0,bug,flying,30.0,30.0,42.0,30.0,42.0,70.0,244.0,4.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,120,3840.0,0.3,5.5,Tiny Bee Pokémon,"['Honey Gather', 'Hustle']",bug,flying
vespiquen,Bug,Flying,,vespiquen,Vespiquen,416.0,bug,flying,70.0,80.0,102.0,80.0,102.0,40.0,474.0,4.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,1.2,38.5,Beehive Pokémon,"['Pressure', 'Unnerve']",bug,flying
pachirisu,Electric,,,pachirisu,Pachirisu,417.0,electric,,60.0,45.0,70.0,45.0,90.0,95.0,405.0,4.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,2560.0,0.4,3.9,EleSquirrel Pokémon,"['Run Away', 'Pickup', 'Volt Absorb']",electric,
buizel,Water,,,buizel,Buizel,418.0,water,,55.0,65.0,35.0,60.0,30.0,85.0,330.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.7,29.5,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",water,
floatzel,Water,,,floatzel,Floatzel,419.0,water,,85.0,105.0,55.0,85.0,50.0,115.0,495.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,1.1,33.5,Sea Weasel Pokémon,"['Swift Swim', 'Water Veil']",water,
cherubi,Grass,,,cherubi,Cherubi,420.0,grass,,45.0,35.0,45.0,62.0,53.0,35.0,275.0,4.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,190,5120.0,0.4,3.3,Cherry Pokémon,['Chlorophyll'],grass,
cherrim,Grass,,,cherrim,Cherrim,421.0,grass,,70.0,60.0,70.0,87.0,78.0,85.0,450.0,4.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,75,5120.0,0.5,9.3,Blossom Pokémon,['Flower Gift'],grass,
shellos,Water,,,shellos,Shellos,422.0,water,,76.0,48.0,48.0,57.0,62.0,34.0,325.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.3,6.3,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,
gastrodon,Water,Ground,,gastrodon,Gastrodon,423.0,water,ground,111.0,83.0,68.0,92.0,82.0,39.0,475.0,4.0,0.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,75,5120.0,0.9,29.9,Sea Slug Pokémon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",water,ground
ambipom,Normal,,,ambipom,Ambipom,424.0,normal,,75.0,100.0,66.0,60.0,66.0,115.0,482.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,45,5120.0,1.2,20.3,Long Tail Pokémon,"['Technician', 'Pickup', 'Skill Link']",normal,
drifloon,Ghost,Flying,,drifloon,Drifloon,425.0,ghost,flying,90.0,50.0,34.0,60.0,44.0,70.0,348.0,4.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,125,7680.0,0.4,1.2,Balloon Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,flying
drifblim,Ghost,Flying,,drifblim,Drifblim,426.0,ghost,flying,150.0,80.0,44.0,90.0,54.0,80.0,498.0,4.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,60,7680.0,1.2,15.0,Blimp Pokémon,"['Aftermath', 'Unburden', 'Flare Boost']",ghost,flying
buneary,Normal,,,buneary,Buneary,427.0,normal,,55.0,66.0,44.0,44.0,56.0,85.0,350.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,190,5120.0,0.4,5.5,Rabbit Pokémon,"['Run Away', 'Klutz', 'Limber']",normal,
lopunny,Normal,,,lopunny,Lopunny,428.0,normal,,65.0,136.0,94.0,54.0,96.0,135.0,580.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,60,5120.0,1.2,33.3,Rabbit Pokémon,"['Cute Charm', 'Klutz', 'Limber']",normal,
mismagius,Ghost,,,mismagius,Mismagius,429.0,ghost,,60.0,60.0,60.0,105.0,105.0,105.0,495.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,45,6400.0,0.9,4.4,Magical Pokémon,['Levitate'],ghost,
honchkrow,Dark,Flying,,honchkrow,Honchkrow,430.0,dark,flying,100.0,125.0,52.0,105.0,52.0,71.0,505.0,4.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,30,5120.0,0.9,27.3,Big Boss Pokémon,"['Insomnia', 'Super Luck', 'Moxie']",dark,flying
glameow,Normal,,,glameow,Glameow,431.0,normal,,49.0,55.0,42.0,42.0,37.0,85.0,310.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,190,5120.0,0.5,3.9,Catty Pokémon,"['Limber', 'Own Tempo', 'Keen Eye']",normal,
purugly,Normal,,,purugly,Purugly,432.0,normal,,71.0,82.0,64.0,64.0,59.0,112.0,452.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,75,5120.0,1.0,43.8,Tiger Cat Pokémon,"['Thick Fat', 'Own Tempo', 'Defiant']",normal,
chingling,Psychic,,,chingling,Chingling,433.0,psychic,,45.0,30.0,50.0,65.0,50.0,45.0,285.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,120,6400.0,0.2,0.6,Bell Pokémon,['Levitate'],psychic,
stunky,Poison,Dark,,stunky,Stunky,434.0,poison,dark,63.0,63.0,47.0,41.0,41.0,74.0,329.0,4.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,225,5120.0,0.4,19.2,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",poison,dark
skuntank,Poison,Dark,,skuntank,Skuntank,435.0,poison,dark,103.0,93.0,67.0,71.0,61.0,84.0,479.0,4.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,60,5120.0,1.0,38.0,Skunk Pokémon,"['Stench', 'Aftermath', 'Keen Eye']",poison,dark
bronzor,Steel,Psychic,,bronzor,Bronzor,436.0,steel,psychic,57.0,24.0,86.0,24.0,86.0,23.0,300.0,4.0,0.0,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,255,5120.0,0.5,60.5,Bronze Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,psychic
bronzong,Steel,Psychic,,bronzong,Bronzong,437.0,steel,psychic,67.0,89.0,116.0,79.0,116.0,33.0,500.0,4.0,0.0,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,90,5120.0,1.3,187.0,Bronze Bell Pokémon,"['Levitate', 'Heatproof', 'Heavy Metal']",steel,psychic
bonsly,Rock,,,bonsly,Bonsly,438.0,rock,,50.0,80.0,95.0,10.0,45.0,10.0,290.0,4.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,255,5120.0,0.5,15.0,Bonsai Pokémon,"['Sturdy', 'Rock Head', 'Rattled']",rock,
mime-jr,Psychic,Fairy,,mime-jr,Mime Jr.,439.0,psychic,fairy,20.0,25.0,45.0,70.0,90.0,60.0,310.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,145,6400.0,0.6,13.0,Mime Pokémon,"['Soundproof', 'Filter', 'Technician']",psychic,fairy
happiny,Normal,,,happiny,Happiny,440.0,normal,,100.0,5.0,5.0,15.0,65.0,30.0,220.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,130,10240.0,0.6,24.4,Playhouse Pokémon,"['Natural Cure', 'Serene Grace', 'Friend Guard']",normal,
chatot,Normal,Flying,,chatot,Chatot,441.0,normal,flying,76.0,65.0,45.0,92.0,42.0,91.0,411.0,4.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,30,5120.0,0.5,1.9,Music Note Pokémon,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",normal,flying
spiritomb,Ghost,Dark,,spiritomb,Spiritomb,442.0,ghost,dark,50.0,92.0,108.0,92.0,108.0,35.0,485.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100,7680.0,1.0,108.0,Forbidden Pokémon,"['Pressure', 'Infiltrator']",ghost,dark
gible,Dragon,Ground,,gible,Gible,443.0,dragon,ground,58.0,70.0,45.0,40.0,45.0,42.0,300.0,4.0,0.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,45,10240.0,0.7,20.5,Land Shark Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground
gabite,Dragon,Ground,,gabite,Gabite,444.0,dragon,ground,68.0,90.0,65.0,50.0,55.0,82.0,410.0,4.0,0.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,45,10240.0,1.4,56.0,Cave Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground
garchomp,Dragon,Ground,,garchomp,Garchomp,445.0,dragon,ground,108.0,170.0,115.0,120.0,95.0,92.0,700.0,4.0,0.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,45,10240.0,1.9,95.0,Mach Pokémon,"['Sand Veil', 'Rough Skin']",dragon,ground
munchlax,Normal,,,munchlax,Munchlax,446.0,normal,,135.0,85.0,40.0,40.0,85.0,5.0,390.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,50,10240.0,0.6,105.0,Big Eater Pokémon,"['Pickup', 'Thick Fat', 'Gluttony']",normal,
riolu,Fighting,,,riolu,Riolu,447.0,fighting,,40.0,70.0,40.0,35.0,40.0,60.0,285.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,75,6400.0,0.7,20.2,Emanation Pokémon,"['Steadfast', 'Inner Focus', 'Prankster']",fighting,
lucario,Fighting,Steel,,lucario,Lucario,448.0,fighting,steel,70.0,145.0,88.0,140.0,70.0,112.0,625.0,4.0,0.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,45,6400.0,1.2,54.0,Aura Pokémon,"['Steadfast', 'Inner Focus', 'Justified']",fighting,steel
hippopotas,Ground,,,hippopotas,Hippopotas,449.0,ground,,68.0,72.0,78.0,38.0,42.0,32.0,330.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,140,7680.0,0.8,49.5,Hippo Pokémon,"['Sand Stream', 'Sand Force']",ground,
hippowdon,Ground,,,hippowdon,Hippowdon,450.0,ground,,108.0,112.0,118.0,68.0,72.0,47.0,525.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,60,7680.0,2.0,300.0,Heavyweight Pokémon,"['Sand Stream', 'Sand Force']",ground,
skorupi,Poison,Bug,,skorupi,Skorupi,451.0,poison,bug,40.0,50.0,90.0,30.0,55.0,65.0,330.0,4.0,0.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,120,5120.0,0.8,12.0,Scorpion Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,bug
drapion,Poison,Dark,,drapion,Drapion,452.0,poison,dark,70.0,90.0,110.0,60.0,75.0,95.0,500.0,4.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,45,5120.0,1.3,61.5,Ogre Scorp Pokémon,"['Battle Armor', 'Sniper', 'Keen Eye']",poison,dark
croagunk,Poison,Fighting,,croagunk,Croagunk,453.0,poison,fighting,48.0,61.0,40.0,61.0,40.0,50.0,300.0,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,140,2560.0,0.7,23.0,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,fighting
toxicroak,Poison,Fighting,,toxicroak,Toxicroak,454.0,poison,fighting,83.0,106.0,65.0,86.0,65.0,85.0,490.0,4.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,75,5120.0,1.3,44.4,Toxic Mouth Pokémon,"['Anticipation', 'Dry Skin', 'Poison Touch']",poison,fighting
carnivine,Grass,,,carnivine,Carnivine,455.0,grass,,74.0,100.0,72.0,90.0,72.0,46.0,454.0,4.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200,6400.0,1.4,27.0,Bug Catcher Pokémon,['Levitate'],grass,
finneon,Water,,,finneon,Finneon,456.0,water,,49.0,49.0,56.0,49.0,61.0,66.0,330.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,190,5120.0,0.4,7.0,Wing Fish Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,
lumineon,Water,,,lumineon,Lumineon,457.0,water,,69.0,69.0,76.0,69.0,86.0,91.0,460.0,4.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120.0,1.2,24.0,Neon Pokémon,"['Swift Swim', 'Storm Drain', 'Water Veil']",water,
mantyke,Water,Flying,,mantyke,Mantyke,458.0,water,flying,45.0,20.0,50.0,60.0,120.0,50.0,345.0,4.0,0.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,25,6400.0,1.0,65.0,Kite Pokémon,"['Swift Swim', 'Water Absorb', 'Water Veil']",water,flying
snover,Grass,Ice,,snover,Snover,459.0,grass,ice,60.0,62.0,50.0,62.0,60.0,40.0,334.0,4.0,0.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,120,5120.0,1.0,50.5,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",grass,ice
abomasnow,Grass,Ice,,abomasnow,Abomasnow,460.0,grass,ice,90.0,132.0,105.0,132.0,105.0,30.0,594.0,4.0,0.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,60,5120.0,2.2,135.5,Frosted Tree Pokémon,"['Snow Warning', 'Soundproof']",grass,ice
weavile,Dark,Ice,,weavile,Weavile,461.0,dark,ice,70.0,120.0,65.0,45.0,85.0,125.0,510.0,4.0,0.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,45,5120.0,1.1,34.0,Sharp Claw Pokémon,"['Pressure', 'Pickpocket']",dark,ice
magnezone,Electric,Steel,,magnezone,Magnezone,462.0,electric,steel,70.0,70.0,115.0,130.0,90.0,60.0,535.0,4.0,0.0,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,30,5120.0,1.2,180.0,Magnet Area Pokémon,"['Magnet Pull', 'Sturdy', 'Analytic']",electric,steel
lickilicky,Normal,,,lickilicky,Lickilicky,463.0,normal,,110.0,85.0,95.0,80.0,95.0,50.0,515.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30,5120.0,1.7,140.0,Licking Pokémon,"['Own Tempo', 'Oblivious', 'Cloud Nine']",normal,
rhyperior,Ground,Rock,,rhyperior,Rhyperior,464.0,ground,rock,115.0,140.0,130.0,55.0,55.0,40.0,535.0,4.0,0.0,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,30,5120.0,2.4,282.8,Drill Pokémon,"['Lightningrod', 'Solid Rock', 'Reckless']",ground,rock
tangrowth,Grass,,,tangrowth,Tangrowth,465.0,grass,,100.0,100.0,125.0,110.0,50.0,50.0,535.0,4.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30,5120.0,2.0,128.6,Vine Pokémon,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",grass,
electivire,Electric,,,electivire,Electivire,466.0,electric,,75.0,123.0,67.0,95.0,85.0,95.0,540.0,4.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,6400.0,1.8,138.6,Thunderbolt Pokémon,"['Motor Drive', 'Vital Spirit']",electric,
magmortar,Fire,,,magmortar,Magmortar,467.0,fire,,75.0,95.0,67.0,125.0,95.0,83.0,540.0,4.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,30,6400.0,1.6,68.0,Blast Pokémon,"['Flame Body', 'Vital Spirit']",fire,
togekiss,Fairy,Flying,,togekiss,Togekiss,468.0,fairy,flying,85.0,50.0,95.0,120.0,115.0,80.0,545.0,4.0,0.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,30,2560.0,1.5,38.0,Jubilee Pokémon,"['Hustle', 'Serene Grace', 'Super Luck']",fairy,flying
yanmega,Bug,Flying,,yanmega,Yanmega,469.0,bug,flying,86.0,76.0,86.0,116.0,56.0,95.0,515.0,4.0,0.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,30,5120.0,1.9,51.5,Ogre Darner Pokémon,"['Speed Boost', 'Tinted Lens', 'Frisk']",bug,flying
leafeon,Grass,,,leafeon,Leafeon,470.0,grass,,65.0,110.0,130.0,60.0,65.0,95.0,525.0,4.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,8960.0,1.0,25.5,Verdant Pokémon,"['Leaf Guard', 'Chlorophyll']",grass,
glaceon,Ice,,,glaceon,Glaceon,471.0,ice,,65.0,60.0,110.0,130.0,95.0,65.0,525.0,4.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,45,8960.0,0.8,25.9,Fresh Snow Pokémon,"['Snow Cloak', 'Ice Body']",ice,
gliscor,Ground,Flying,,gliscor,Gliscor,472.0,ground,flying,75.0,95.0,125.0,45.0,75.0,95.0,510.0,4.0,0.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,30,5120.0,2.0,42.5,Fang Scorp Pokémon,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",ground,flying
mamoswine,Ice,Ground,,mamoswine,Mamoswine,473.0,ice,ground,110.0,130.0,80.0,70.0,60.0,80.0,530.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,50,5120.0,2.5,291.0,Twin Tusk Pokémon,"['Oblivious', 'Snow Cloak', 'Thick Fat']",ice,ground
porygon-z,Normal,,,porygon-z,Porygon-Z,474.0,normal,,85.0,80.0,70.0,135.0,75.0,90.0,535.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,30,5120.0,0.9,34.0,Virtual Pokémon,"['Adaptability', 'Download', 'Analytic']",normal,
gallade,Psychic,Fighting,,gallade,Gallade,475.0,psychic,fighting,68.0,165.0,95.0,65.0,115.0,110.0,618.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,45,5120.0,1.6,52.0,Blade Pokémon,"['Steadfast', 'Justified']",psychic,fighting
probopass,Rock,Steel,,probopass,Probopass,476.0,rock,steel,60.0,55.0,145.0,75.0,150.0,40.0,525.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,60,5120.0,1.4,340.0,Compass Pokémon,"['Sturdy', 'Magnet Pull', 'Sand Force']",rock,steel
dusknoir,Ghost,,,dusknoir,Dusknoir,477.0,ghost,,45.0,100.0,135.0,65.0,135.0,45.0,525.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,45,6400.0,2.2,106.6,Gripper Pokémon,"['Pressure', 'Frisk']",ghost,
